# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2861595	2862467	-	WP_137458381.1	WP_137458381.1		DUF58 domain-containing protein			EYE35_RS14160	873	290	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2862464	2863480	-							EYE35_RS14165	1017		old_locus_tag=EYE35_14165
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2862464	2863480	-	WP_069331835.1	WP_069331835.1		MoxR family ATPase			EYE35_RS14165	1017	338	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2863563	2864129	+							EYE35_RS14170	567		old_locus_tag=EYE35_14170
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2863563	2864129	+	WP_137458382.1	WP_137458382.1		DUF1285 domain-containing protein			EYE35_RS14170	567	188	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2864126	2864350	+							EYE35_RS14175	225		old_locus_tag=EYE35_14175
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2864126	2864350	+	WP_137458383.1	WP_137458383.1		DUF2798 domain-containing protein			EYE35_RS14175	225	74	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2864449	2864628	+							EYE35_RS14180	180		old_locus_tag=EYE35_14180
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2864449	2864628	+	WP_069331832.1	WP_069331832.1		zinc-finger domain-containing protein			EYE35_RS14180	180	59	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2864675	2867488	+					polA		EYE35_RS14185	2814		old_locus_tag=EYE35_14185
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2864675	2867488	+	WP_137458384.1	WP_137458384.1		DNA polymerase I	polA		EYE35_RS14185	2814	937	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2867703	2868086	-							EYE35_RS14190	384		old_locus_tag=EYE35_14190
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2867703	2868086	-	WP_112329113.1	WP_112329113.1		HIT domain-containing protein			EYE35_RS14190	384	127	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2868555	2869547	-							EYE35_RS14195	993		old_locus_tag=EYE35_14195
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2868555	2869547	-	WP_137458385.1	WP_137458385.1		adenosine kinase			EYE35_RS14195	993	330	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2869544	2870188	-					nth		EYE35_RS14200	645		old_locus_tag=EYE35_14200
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2869544	2870188	-	WP_101327385.1	WP_101327385.1		endonuclease III	nth		EYE35_RS14200	645	214	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2870301	2871149	+							EYE35_RS14205	849		old_locus_tag=EYE35_14205
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2870301	2871149	+	WP_137458386.1	WP_137458386.1		methylated-DNA--[protein]-cysteine S-methyltransferase			EYE35_RS14205	849	282	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2871264	2871950	+							EYE35_RS14210	687		old_locus_tag=EYE35_14210
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2871264	2871950	+	WP_069333247.1	WP_069333247.1		OmpA family protein			EYE35_RS14210	687	228	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2872195	2872962	+							EYE35_RS14215	768		old_locus_tag=EYE35_14215
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2872195	2872962	+	WP_069333248.1	WP_069333248.1		FCD domain-containing protein			EYE35_RS14215	768	255	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2873088	2873642	-							EYE35_RS14220	555		old_locus_tag=EYE35_14220
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2873088	2873642	-	WP_069333249.1	WP_069333249.1		F0F1 ATP synthase subunit B			EYE35_RS14220	555	184	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2873648	2874190	-							EYE35_RS14225	543		old_locus_tag=EYE35_14225
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2873648	2874190	-	WP_069333250.1	WP_069333250.1		F0F1 ATP synthase subunit B'			EYE35_RS14225	543	180	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2874260	2874496	-							EYE35_RS14230	237		old_locus_tag=EYE35_14230
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2874260	2874496	-	WP_002721372.1	WP_002721372.1		F0F1 ATP synthase subunit C			EYE35_RS14230	237	78	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2874549	2875334	-							EYE35_RS14235	786		old_locus_tag=EYE35_14235
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2874549	2875334	-	WP_009563085.1	WP_009563085.1		F0F1 ATP synthase subunit A			EYE35_RS14235	786	261	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2875338	2875673	-							EYE35_RS14240	336		old_locus_tag=EYE35_14240
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2875338	2875673	-	WP_101327388.1	WP_101327388.1		F0F1 ATP synthase subunit I			EYE35_RS14240	336	111	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2875872	2876234	+							EYE35_RS14245	363		old_locus_tag=EYE35_14245
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2875872	2876234	+	WP_009563086.1	WP_009563086.1		winged helix-turn-helix transcriptional regulator			EYE35_RS14245	363	120	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2876269	2877774	-							EYE35_RS14250	1506		old_locus_tag=EYE35_14250
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2876269	2877774	-	WP_137458387.1	WP_137458387.1		malonyl-CoA synthase			EYE35_RS14250	1506	501	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2877802	2878611	-							EYE35_RS14255	810		old_locus_tag=EYE35_14255
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2877802	2878611	-	WP_002721383.1	WP_002721383.1		ATPase			EYE35_RS14255	810	269	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2878821	2879042	-							EYE35_RS14260	222		old_locus_tag=EYE35_14260
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2878821	2879042	-	WP_002721385.1	WP_002721385.1		50S ribosomal protein L31			EYE35_RS14260	222	73	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2879055	2879429	-							EYE35_RS14265	375		old_locus_tag=EYE35_14265
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2879055	2879429	-	WP_002721387.1	WP_002721387.1		50S ribosomal protein L19			EYE35_RS14265	375	124	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2879478	2880314	-					trmD		EYE35_RS14270	837		old_locus_tag=EYE35_14270
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2879478	2880314	-	WP_115475758.1	WP_115475758.1		tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD		EYE35_RS14270	837	278	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2880379	2881245	-							EYE35_RS14275	867		old_locus_tag=EYE35_14275
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2880379	2881245	-	WP_137458388.1	WP_137458388.1		hypothetical protein			EYE35_RS14275	867	288	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2881399	2881908	-							EYE35_RS14280	510		old_locus_tag=EYE35_14280
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2881399	2881908	-	WP_002721394.1	WP_002721394.1		ribosome maturation factor RimM			EYE35_RS14280	510	169	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2882010	2882360	-					rpsP		EYE35_RS14285	351		old_locus_tag=EYE35_14285
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2882010	2882360	-	WP_009563092.1	WP_009563092.1		30S ribosomal protein S16	rpsP		EYE35_RS14285	351	116	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2882400	2882699	-							EYE35_RS14290	300		old_locus_tag=EYE35_14290
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2882400	2882699	-	WP_009563093.1	WP_009563093.1		chorismate mutase			EYE35_RS14290	300	99	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2882738	2883298	-							EYE35_RS14295	561		old_locus_tag=EYE35_14295
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2882738	2883298	-	WP_069333254.1	WP_069333254.1		GNAT family N-acetyltransferase			EYE35_RS14295	561	186	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2883295	2883825	-							EYE35_RS14300	531		old_locus_tag=EYE35_14300
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2883295	2883825	-	WP_101327392.1	WP_101327392.1		GNAT family N-acetyltransferase			EYE35_RS14300	531	176	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2883822	2884358	-							EYE35_RS14305	537		old_locus_tag=EYE35_14305
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2883822	2884358	-	WP_137458389.1	WP_137458389.1		GNAT family N-acetyltransferase			EYE35_RS14305	537	178	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2884435	2885952	-							EYE35_RS14310	1518		old_locus_tag=EYE35_14310
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2884435	2885952	-	WP_009563096.1	WP_009563096.1		signal recognition particle protein			EYE35_RS14310	1518	505	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2886233	2886733	-							EYE35_RS14315	501		old_locus_tag=EYE35_14315
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2886233	2886733	-	WP_137458390.1	WP_137458390.1		hypothetical protein			EYE35_RS14315	501	166	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2886948	2887826	+							EYE35_RS14320	879		old_locus_tag=EYE35_14320
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2886948	2887826	+	WP_069333258.1	WP_069333258.1		LysR family transcriptional regulator			EYE35_RS14320	879	292	
gene	tRNA	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2887909	2887985	-							EYE35_RS14325	77		old_locus_tag=EYE35_14325
tRNA		GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2887909	2887985	-				tRNA-Arg			EYE35_RS14325	77		anticodon=ACG
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2888364	2889764	-							EYE35_RS14330	1401		old_locus_tag=EYE35_14330
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2888364	2889764	-	WP_069333259.1	WP_069333259.1		HAMP domain-containing histidine kinase			EYE35_RS14330	1401	466	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2889822	2891234	-							EYE35_RS14335	1413		old_locus_tag=EYE35_14335
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2889822	2891234	-	WP_137458391.1	WP_137458391.1		dihydrolipoamide dehydrogenase			EYE35_RS14335	1413	470	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2891235	2891963	-							EYE35_RS14340	729		old_locus_tag=EYE35_14340
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2891235	2891963	-	WP_069333261.1	WP_069333261.1		TVP38/TMEM64 family protein			EYE35_RS14340	729	242	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2892146	2892280	+					rpmH		EYE35_RS14345	135		old_locus_tag=EYE35_14345
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2892146	2892280	+	WP_002721419.1	WP_002721419.1		50S ribosomal protein L34	rpmH		EYE35_RS14345	135	44	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2892303	2892716	+					rnpA		EYE35_RS14350	414		old_locus_tag=EYE35_14350
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2892303	2892716	+	WP_101327395.1	WP_101327395.1		ribonuclease P protein component	rnpA		EYE35_RS14350	414	137	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2892713	2892967	+					yidD		EYE35_RS14355	255		old_locus_tag=EYE35_14355
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2892713	2892967	+	WP_137458392.1	WP_137458392.1		membrane protein insertion efficiency factor YidD	yidD		EYE35_RS14355	255	84	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2892994	2893872	+					ttcA		EYE35_RS14360	879		old_locus_tag=EYE35_14360
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2892994	2893872	+	WP_137458393.1	WP_137458393.1		tRNA 2-thiocytidine(32) synthetase TtcA	ttcA		EYE35_RS14360	879	292	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2893942	2895468	+							EYE35_RS14365	1527		old_locus_tag=EYE35_14365
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2893942	2895468	+	WP_137458394.1	WP_137458394.1		GGDEF domain-containing protein			EYE35_RS14365	1527	508	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2895578	2897449	+					yidC		EYE35_RS14370	1872		old_locus_tag=EYE35_14370
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2895578	2897449	+	WP_137458395.1	WP_137458395.1		membrane protein insertase YidC	yidC		EYE35_RS14370	1872	623	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2897446	2898189	+							EYE35_RS14375	744		old_locus_tag=EYE35_14375
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2897446	2898189	+	WP_137458396.1	WP_137458396.1		MOSC domain-containing protein			EYE35_RS14375	744	247	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2898186	2898839	+							EYE35_RS14380	654		old_locus_tag=EYE35_14380
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2898186	2898839	+	WP_137458397.1	WP_137458397.1		YihA family ribosome biogenesis GTP-binding protein			EYE35_RS14380	654	217	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2898843	2899574	-							EYE35_RS14385	732		old_locus_tag=EYE35_14385
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2898843	2899574	-	WP_069333268.1	WP_069333268.1		SDR family oxidoreductase			EYE35_RS14385	732	243	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2899707	2900588	+					argB		EYE35_RS14390	882		old_locus_tag=EYE35_14390
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2899707	2900588	+	WP_137458398.1	WP_137458398.1		acetylglutamate kinase	argB		EYE35_RS14390	882	293	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2900588	2901232	+							EYE35_RS14395	645		old_locus_tag=EYE35_14395
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2900588	2901232	+	WP_137458399.1	WP_137458399.1		ferredoxin			EYE35_RS14395	645	214	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2901229	2901735	+							EYE35_RS14400	507		old_locus_tag=EYE35_14400
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2901229	2901735	+	WP_069333270.1	WP_069333270.1		phosphoglycerate mutase			EYE35_RS14400	507	168	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2901819	2902259	-							EYE35_RS14405	441		old_locus_tag=EYE35_14405
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2901819	2902259	-	WP_137458400.1	WP_137458400.1		molybdenum cofactor biosynthesis protein MoaE			EYE35_RS14405	441	146	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2902261	2902509	-					moaD		EYE35_RS14410	249		old_locus_tag=EYE35_14410
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2902261	2902509	-	WP_137458401.1	WP_137458401.1		molybdopterin converting factor subunit 1	moaD		EYE35_RS14410	249	82	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2902506	2903171	-					pgsA		EYE35_RS14415	666		old_locus_tag=EYE35_14415
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2902506	2903171	-	WP_112329089.1	WP_112329089.1		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA		EYE35_RS14415	666	221	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2903252	2905123	-					uvrC		EYE35_RS14420	1872		old_locus_tag=EYE35_14420
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2903252	2905123	-	WP_137458402.1	WP_137458402.1		excinuclease ABC subunit UvrC	uvrC		EYE35_RS14420	1872	623	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2905079	2905318	+							EYE35_RS14425	240		old_locus_tag=EYE35_14425
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2905079	2905318	+	WP_137458403.1	WP_137458403.1		hypothetical protein			EYE35_RS14425	240	79	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2905426	2906199	-							EYE35_RS14430	774		old_locus_tag=EYE35_14430
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2905426	2906199	-	WP_137458404.1	WP_137458404.1		SDR family oxidoreductase			EYE35_RS14430	774	257	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2906199	2906381	-							EYE35_RS14435	183		old_locus_tag=EYE35_14435
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2906199	2906381	-	WP_069333276.1	WP_069333276.1		hypothetical protein			EYE35_RS14435	183	60	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2906381	2907178	-							EYE35_RS14440	798		old_locus_tag=EYE35_14440
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2906381	2907178	-	WP_137458405.1	WP_137458405.1		S49 family peptidase			EYE35_RS14440	798	265	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2907504	2908394	+							EYE35_RS14445	891		old_locus_tag=EYE35_14445
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2907504	2908394	+	WP_101327406.1	WP_101327406.1		LysR family transcriptional regulator			EYE35_RS14445	891	296	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2908495	2908968	+							EYE35_RS14450	474		old_locus_tag=EYE35_14450
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2908495	2908968	+	WP_137458406.1	WP_137458406.1		formate dehydrogenase subunit gamma			EYE35_RS14450	474	157	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2908965	2910494	+							EYE35_RS14455	1530		old_locus_tag=EYE35_14455
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2908965	2910494	+	WP_137458407.1	WP_137458407.1		NADH-quinone oxidoreductase subunit NuoF			EYE35_RS14455	1530	509	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2910491	2913373	+							EYE35_RS14460	2883		old_locus_tag=EYE35_14460
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2910491	2913373	+	WP_137458408.1	WP_137458408.1		formate dehydrogenase subunit alpha			EYE35_RS14460	2883	960	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2913370	2914185	+					fdhD		EYE35_RS14465	816		old_locus_tag=EYE35_14465
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	2913370	2914185	+	WP_137458409.1	WP_137458409.1		formate dehydrogenase accessory sulfurtransferase FdhD	fdhD		EYE35_RS14465	816	271	
